num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status
4,1,0,4,0,0,0,0,0,3566
211,677,23,172,38,0,1,0,0,3567
253,841,41,211,39,2,1,0,0,3568
229,803,36,195,31,0,3,0,0,3569
59,12,1,57,1,1,0,0,0,3570
12,1,0,12,0,0,0,0,0,3571
37,3,0,37,0,0,0,0,0,3572
69,5,0,69,0,0,0,0,0,3573
33,3,0,33,0,0,0,0,0,3574
20,0,0,20,0,0,0,0,0,3575
8,3,1,8,0,0,0,0,0,3576
20,3,0,20,0,0,0,0,0,3577
12,0,0,12,0,0,0,0,0,3578
214,778,56,181,29,1,2,0,1,3579
407,58,0,392,15,0,0,0,0,3580
36,1,1,35,1,0,0,0,0,3581
19,3,0,18,1,0,0,0,0,3582
14,4,0,14,0,0,0,0,0,3583
11,0,0,11,0,0,0,0,0,3584
8,1,0,8,0,0,0,0,0,3585
14,0,1,13,1,0,0,0,0,3586
69,9,0,68,1,0,0,0,0,3587
55,2,0,53,2,0,0,0,0,3588
247,606,26,191,54,0,1,0,1,3589
278,860,56,230,44,3,0,1,0,3590
16,2,0,16,0,0,0,0,0,3591
30,3,0,29,1,0,0,0,0,3592
86,9,1,80,2,4,0,0,0,3593
31,2,0,31,0,0,0,0,0,3594
10,1,0,10,0,0,0,0,0,3595
206,464,64,172,33,0,1,0,0,3596
391,4,0,387,4,0,0,0,0,3597
54,1,0,53,1,0,0,0,0,3598
279,570,88,235,41,1,2,0,0,3599
85,0,0,83,2,0,0,0,0,3600
39,3,0,38,1,0,0,0,0,3601
41,0,0,40,1,0,0,0,0,3602
358,1037,100,296,55,3,2,1,1,3603
92,9,0,92,0,0,0,0,0,3604
25,2,0,25,0,0,0,0,0,3605
32,3,0,32,0,0,0,0,0,3606
249,784,119,197,51,1,0,0,0,3607
64,1,0,62,2,0,0,0,0,3608
126,969,79,75,49,0,2,0,0,3609
95,30,0,91,2,2,0,0,0,3610
75,6,3,75,0,0,0,0,0,3611
144,11,0,137,2,4,1,0,0,3612
99,5,0,92,1,5,1,0,0,3613
378,931,95,320,53,1,2,1,1,3614
284,562,93,249,32,1,2,0,0,3615
509,1776,138,381,123,4,1,0,0,3616
164,3,3,159,2,2,1,0,0,3617
25,9,0,24,0,0,0,1,0,3618
92,5,0,89,0,3,0,0,0,3619
108,10,1,106,1,0,0,1,0,3620
144,8,0,135,4,5,0,0,0,3621
20,0,0,18,0,2,0,0,0,3622
30,0,0,30,0,0,0,0,0,3623
69,0,1,67,1,1,0,0,0,3624
87,217,28,73,14,0,0,0,0,3625
26,0,0,26,0,0,0,0,0,3626
7,0,0,7,0,0,0,0,0,3627
131,566,43,107,18,1,4,1,0,3628
22,1,0,22,0,0,0,0,0,3629
113,7,0,112,0,1,0,0,0,3630
100,280,58,83,17,0,0,0,0,3631
40,0,1,39,1,0,0,0,0,3632
13,0,0,12,1,0,0,0,0,3633
100,4,0,94,3,3,0,0,0,3634
64,7,0,61,2,1,0,0,0,3635
142,683,49,118,21,0,1,1,1,3636
150,559,38,133,16,1,0,0,0,3637
37,0,0,34,1,1,0,1,0,3638
139,627,53,123,14,1,1,0,0,3639
11,2,0,10,0,1,0,0,0,3640
4,0,0,3,0,1,0,0,0,3641
16,1,0,15,0,1,0,0,0,3642
5,0,0,5,0,0,0,0,0,3643
100,382,41,82,16,1,1,0,0,3644
68,240,20,53,14,0,1,0,0,3645
61,257,19,51,9,0,1,0,0,3646
21,0,0,21,0,0,0,0,0,3647
9,1,2,9,0,0,0,0,0,3648
12,0,1,12,0,0,0,0,0,3649
130,175,30,107,16,2,2,1,2,3650
51,81,18,47,3,0,0,0,1,3651
43,3,1,40,2,1,0,0,0,3652
49,183,74,43,4,0,0,1,1,3653
19,82,4,18,1,0,0,0,0,3654
69,290,34,60,9,0,0,0,0,3655
13,0,0,13,0,0,0,0,0,3656
51,126,7,45,6,0,0,0,0,3657
19,3,1,19,0,0,0,0,0,3658
13,4,0,12,1,0,0,0,0,3659
19,35,1,19,0,0,0,0,0,3660
11,1,0,11,0,0,0,0,0,3661
28,68,7,23,5,0,0,0,0,3662
10,2,0,10,0,0,0,0,0,3663
10,0,0,10,0,0,0,0,0,3664
2,0,0,2,0,0,0,0,0,3665
1,0,0,1,0,0,0,0,0,3666
17,0,0,17,0,0,0,0,0,3667
33,130,5,25,6,1,1,0,0,3668
20,0,0,20,0,0,0,0,0,3669
35,132,2,32,3,0,0,0,0,3670
29,7,0,29,0,0,0,0,0,3671
12,2,0,12,0,0,0,0,0,3672
3,1,0,3,0,0,0,0,0,3673
3,0,0,3,0,0,0,0,0,3674
61,278,13,53,8,0,0,0,0,3675
12,3,0,12,0,0,0,0,0,3676
0,0,0,0,0,0,0,0,0,3677
2,0,0,2,0,0,0,0,0,3678
1,0,0,1,0,0,0,0,0,3679
3,0,0,3,0,0,0,0,0,3680
2,0,0,2,0,0,0,0,0,3681
1,0,0,1,0,0,0,0,0,3682
0,0,0,0,0,0,0,0,0,3683
2,0,1,2,0,0,0,0,0,3684
0,0,0,0,0,0,0,0,0,3685
2,1,0,2,0,0,0,0,0,3686
34,104,5,29,3,1,1,0,0,3687
23,4,0,23,0,0,0,0,0,3688
1,0,0,1,0,0,0,0,0,3689
3,3,0,3,0,0,0,0,0,3690
2,2,0,2,0,0,0,0,0,3691
12,0,0,11,1,0,0,0,0,3692
9,0,0,8,1,0,0,0,0,3693
5,0,0,5,0,0,0,0,0,3694
54,236,17,43,10,1,0,0,0,3695
31,14,2,31,0,0,0,0,0,3696
4,0,0,3,1,0,0,0,0,3697
30,182,17,20,10,0,0,0,0,3698
22,4,0,22,0,0,0,0,0,3699
20,2,0,20,0,0,0,0,0,3700
4,0,0,4,0,0,0,0,0,3701
48,3,0,44,3,0,0,0,1,3702
3,0,0,3,0,0,0,0,0,3703
21,0,0,20,1,0,0,0,0,3704
39,237,16,34,5,0,0,0,0,3705
26,8,0,26,0,0,0,0,0,3706
12,2,0,12,0,0,0,0,0,3707
0,0,0,0,0,0,0,0,0,3708
30,197,4,24,6,0,0,0,0,3709
3,0,0,3,0,0,0,0,0,3710
44,11,0,44,0,0,0,0,0,3711
64,32,1,64,0,0,0,0,0,3712
3,0,0,3,0,0,0,0,0,3713
3,0,0,3,0,0,0,0,0,3714
17,0,0,17,0,0,0,0,0,3715
72,252,30,61,11,0,0,0,0,3716
21,4,0,20,1,0,0,0,0,3717
8,0,0,6,1,1,0,0,0,3718
336,4,18,333,2,1,0,0,0,3719
6,0,0,6,0,0,0,0,0,3720
2,0,0,2,0,0,0,0,0,3721
2,0,0,2,0,0,0,0,0,3722
4,0,0,4,0,0,0,0,0,3723
12,0,0,12,0,0,0,0,0,3724
7,3,1,7,0,0,0,0,0,3725
2,0,0,2,0,0,0,0,0,3726
4,0,0,4,0,0,0,0,0,3727
0,0,0,0,0,0,0,0,0,3728
5,0,0,5,0,0,0,0,0,3729
0,0,0,0,0,0,0,0,0,3730
2,0,0,2,0,0,0,0,0,3731
8,0,0,8,0,0,0,0,0,3732
2,0,0,2,0,0,0,0,0,3733
7,0,0,7,0,0,0,0,0,3734
5,0,0,5,0,0,0,0,0,3735
5,0,1,5,0,0,0,0,0,3736
0,0,0,0,0,0,0,0,0,3737
1,0,0,1,0,0,0,0,0,3738
0,0,0,0,0,0,0,0,0,3739
0,0,0,0,0,0,0,0,0,3740
4,0,0,4,0,0,0,0,0,3741
1,0,0,1,0,0,0,0,0,3742
2,0,0,2,0,0,0,0,0,3743
5,0,0,5,0,0,0,0,0,3744
3,0,0,3,0,0,0,0,0,3745
1,0,0,1,0,0,0,0,0,3746
2,0,0,2,0,0,0,0,0,3747
626,3,88,601,3,0,22,0,0,3748
4,0,0,4,0,0,0,0,0,3749
12,0,3,12,0,0,0,0,0,3750
8,0,0,8,0,0,0,0,0,3751
0,0,0,0,0,0,0,0,0,3752
2,0,0,2,0,0,0,0,0,3753
1,0,0,1,0,0,0,0,0,3754
7,0,0,7,0,0,0,0,0,3755
1,0,0,1,0,0,0,0,0,3756
1,0,0,1,0,0,0,0,0,3757
15,0,0,15,0,0,0,0,0,3758
10,0,0,10,0,0,0,0,0,3759
3,0,0,3,0,0,0,0,0,3760
6,0,1,5,1,0,0,0,0,3761
4,0,0,4,0,0,0,0,0,3762
0,0,0,0,0,0,0,0,0,3763
0,0,0,0,0,0,0,0,0,3764
3,0,0,3,0,0,0,0,0,3765
3,0,0,3,0,0,0,0,0,3766
3,0,0,3,0,0,0,0,0,3767
1,0,0,1,0,0,0,0,0,3768
3,0,0,3,0,0,0,0,0,3769
4,1,0,4,0,0,0,0,0,3770
1,0,0,1,0,0,0,0,0,3771
23,3,0,23,0,0,0,0,0,3772
3,0,0,3,0,0,0,0,0,3773
2,0,0,2,0,0,0,0,0,3774
4,0,0,4,0,0,0,0,0,3775
1,0,0,1,0,0,0,0,0,3776
0,0,0,0,0,0,0,0,0,3777
1,0,0,1,0,0,0,0,0,3778
3,0,0,3,0,0,0,0,0,3779
1,0,0,1,0,0,0,0,0,3780
1,0,0,1,0,0,0,0,0,3781
13,0,0,13,0,0,0,0,0,3782
0,0,0,0,0,0,0,0,0,3783
11,0,0,11,0,0,0,0,0,3784
4,0,0,4,0,0,0,0,0,3785
3,0,0,3,0,0,0,0,0,3786
1,0,0,1,0,0,0,0,0,3787
1,0,0,1,0,0,0,0,0,3788
2,0,0,2,0,0,0,0,0,3789
5,0,0,5,0,0,0,0,0,3790
10,0,0,10,0,0,0,0,0,3791
1,0,0,1,0,0,0,0,0,3792
1,0,0,1,0,0,0,0,0,3793
6,0,0,6,0,0,0,0,0,3794
0,0,0,0,0,0,0,0,0,3795
0,0,0,0,0,0,0,0,0,3796
2,0,0,2,0,0,0,0,0,3797
10,0,0,10,0,0,0,0,0,3798
1,0,0,1,0,0,0,0,0,3799
2,0,0,2,0,0,0,0,0,3800
2,0,0,2,0,0,0,0,0,3801
6,1,0,6,0,0,0,0,0,3802
1,0,0,1,0,0,0,0,0,3803
1,0,0,1,0,0,0,0,0,3804
1,0,0,1,0,0,0,0,0,3805
6,1,0,6,0,0,0,0,0,3806
2,0,0,2,0,0,0,0,0,3807
1,0,0,1,0,0,0,0,0,3808
2,0,0,2,0,0,0,0,0,3809
4,0,0,4,0,0,0,0,0,3810
2,0,0,2,0,0,0,0,0,3811
1,0,0,1,0,0,0,0,0,3812
1,0,0,1,0,0,0,0,0,3813
1,0,0,1,0,0,0,0,0,3814
2,0,0,2,0,0,0,0,0,3815
0,0,0,0,0,0,0,0,0,3816
134,5,1,133,1,0,0,0,0,3817
1,1,0,0,0,1,0,0,0,3818
2,0,0,2,0,0,0,0,0,3819
4,0,0,4,0,0,0,0,0,3820
1,0,0,1,0,0,0,0,0,3821
2,0,0,2,0,0,0,0,0,3822
2,0,0,2,0,0,0,0,0,3823
0,0,0,0,0,0,0,0,0,3824
2,0,0,2,0,0,0,0,0,3825
3,0,0,3,0,0,0,0,0,3826
1,0,0,1,0,0,0,0,0,3827
3,0,0,3,0,0,0,0,0,3828
2,0,0,2,0,0,0,0,0,3829
1,0,0,1,0,0,0,0,0,3830
3,0,0,3,0,0,0,0,0,3831
3,0,0,3,0,0,0,0,0,3832
3,3,1,3,0,0,0,0,0,3833
2,0,0,2,0,0,0,0,0,3834
1,0,1,1,0,0,0,0,0,3835
0,0,0,0,0,0,0,0,0,3836
2,0,0,2,0,0,0,0,0,3837
2,0,0,2,0,0,0,0,0,3838
0,0,0,0,0,0,0,0,0,3839
1,0,0,1,0,0,0,0,0,3840
2,0,0,2,0,0,0,0,0,3841
2,0,0,2,0,0,0,0,0,3842
3,0,0,3,0,0,0,0,0,3843
1,0,0,1,0,0,0,0,0,3844
4,0,0,2,2,0,0,0,0,3845
5,0,0,5,0,0,0,0,0,3846
4,0,3,4,0,0,0,0,0,3847
529,226,5,515,5,9,0,0,0,3848
984,5166,690,768,200,4,11,0,1,3849
373,54,1,362,7,4,0,0,0,3850
256,535,52,220,34,0,2,0,0,3851
1238,7895,1101,981,233,8,14,1,1,3852
315,34,1,309,3,3,0,0,0,3853
252,733,77,220,25,2,5,0,0,3854
1140,6523,879,901,214,7,10,3,5,3855
624,11,104,616,6,0,2,0,0,3856
174,324,31,151,21,0,2,0,0,3857
245,477,61,210,31,2,2,0,0,3858
1156,7208,997,845,282,10,14,2,3,3859
1818,33,5,1775,29,6,8,0,0,3860
876,133,4,865,5,6,0,0,0,3861
185,31,1,182,2,1,0,0,0,3862
763,4083,784,597,159,3,4,0,0,3863
288,1715,89,234,45,0,8,0,1,3864
910,5963,874,695,198,5,10,1,1,3865
352,29,3,323,2,3,23,1,0,3866
565,25,2,549,7,7,2,0,0,3867
856,5204,793,647,187,6,11,3,2,3868
509,17,131,386,3,18,102,0,0,3869
257,28,0,248,5,1,0,3,0,3870
1059,6535,915,827,215,3,8,3,3,3871
835,3919,684,606,217,2,4,1,5,3872
820,4829,739,523,276,6,13,2,0,3873
291,895,167,243,46,0,2,0,0,3874
1004,7061,1003,746,237,3,16,0,2,3875
359,47,3,350,4,4,1,0,0,3876
846,3692,1636,680,141,3,16,4,2,3877
426,40,5,420,6,0,0,0,0,3878
2402,97,3,2344,41,17,0,0,0,3879
258,37,3,250,5,3,0,0,0,3880
329,1909,137,240,85,1,2,0,1,3881
808,5516,760,597,198,6,5,1,1,3882
892,6622,1026,612,260,9,9,1,1,3883
195,22,2,191,3,0,1,0,0,3884
914,7013,1011,584,251,57,17,3,2,3885
1048,3740,974,866,165,5,8,1,3,3886
563,28,5,554,4,4,1,0,0,3887
703,4007,844,548,139,4,7,3,2,3888
707,63,3,694,7,6,0,0,0,3889
213,5,2,209,3,1,0,0,0,3890
250,1061,54,213,36,0,0,1,0,3891
829,6940,1055,648,166,5,4,2,4,3892
1078,9452,1379,820,234,8,10,3,3,3893
287,65,3,280,1,6,0,0,0,3894
305,1724,223,248,49,3,2,2,1,3895
543,2041,476,445,87,3,8,0,0,3896
300,297,60,267,29,3,1,0,0,3897
840,7145,1136,624,196,6,8,2,4,3898
840,4018,1412,683,144,6,6,0,1,3899
273,69,5,260,6,7,0,0,0,3900
576,158,8,562,10,4,0,0,0,3901
293,0,1,286,7,0,0,0,0,3902
581,20,0,545,6,28,1,1,0,3903
751,35,2,733,7,11,0,0,0,3904
473,83,4,450,20,0,3,0,0,3905
1386,51,6,1367,9,10,0,0,0,3906
434,58,17,420,7,6,1,0,0,3907
391,8,48,278,0,13,97,1,2,3908
280,29,4,277,3,0,0,0,0,3909
345,70,2,335,4,5,1,0,0,3910
296,31,5,291,1,4,0,0,0,3911
186,19,1,174,5,7,0,0,0,3912
358,12,2,348,4,5,1,0,0,3913
414,5,61,356,0,1,57,0,0,3914
429,88,0,415,3,10,1,0,0,3915
136,18,1,134,2,0,0,0,0,3916
125,4,2,123,1,0,1,0,0,3917
251,18,2,246,3,2,0,0,0,3918
158,9,1,157,1,0,0,0,0,3919
177,16,1,171,3,3,0,0,0,3920
287,38,2,260,0,12,2,1,12,3921
153,7,42,148,0,2,3,0,0,3922
214,18,1,211,1,2,0,0,0,3923
806,51,0,770,23,12,1,0,0,3924
312,37,6,303,5,4,0,0,0,3925
244,30,5,237,3,4,0,0,0,3926
637,64,8,627,8,2,0,0,0,3927
195,15,0,188,4,3,0,0,0,3928
287,43,3,281,4,2,0,0,0,3929
357,59,3,341,6,10,0,0,0,3930
182,27,1,176,4,2,0,0,0,3931
307,51,4,301,5,1,0,0,0,3932
403,89,4,391,8,4,0,0,0,3933
211,24,1,209,2,0,0,0,0,3934
300,46,1,285,0,8,7,0,0,3935
287,29,3,278,4,5,0,0,0,3936
223,19,1,211,7,1,0,4,0,3937
181,15,0,179,2,0,0,0,0,3938
56,3,0,54,1,1,0,0,0,3939
378,48,3,367,4,6,0,1,0,3940
397,87,10,383,5,9,0,0,0,3941
397,76,4,382,9,6,0,0,0,3942
940,49,1,862,40,38,0,0,0,3943
138,8,0,136,2,0,0,0,0,3944
78,5,1,78,0,0,0,0,0,3945
128,5,4,123,1,4,0,0,0,3946
306,32,4,302,2,2,0,0,0,3947
128,12,1,123,1,4,0,0,0,3948
119,9,0,115,2,1,1,0,0,3949
96,5,2,92,0,3,0,1,0,3950
354,66,2,348,3,3,0,0,0,3951
121,11,1,114,7,0,0,0,0,3952
94,9,1,90,0,3,0,1,0,3953
164,15,5,158,0,6,0,0,0,3954
342,34,1,326,12,4,0,0,0,3955
163,13,0,159,4,0,0,0,0,3956
73,11,0,71,1,1,0,0,0,3957
247,17,1,241,3,1,2,0,0,3958
53,3,0,50,3,0,0,0,0,3959
120,17,0,117,3,0,0,0,0,3960
155,31,1,144,4,7,0,0,0,3961
431,27,0,414,10,6,1,0,0,3962
110,15,0,108,2,0,0,0,0,3963
187,18,0,183,4,0,0,0,0,3964
105,20,0,104,0,1,0,0,0,3965
99,16,0,97,2,0,0,0,0,3966
161,18,0,158,3,0,0,0,0,3967
91,6,0,82,0,0,0,8,1,3968
316,65,16,306,4,6,0,0,0,3969
91,5,0,87,2,2,0,0,0,3970
151,9,1,147,1,3,0,0,0,3971
70,12,0,66,0,2,1,1,0,3972
154,821,75,120,32,0,2,0,0,3973
208,981,108,165,37,1,3,2,0,3974
2,0,0,2,0,0,0,0,0,3975
17,0,1,16,1,0,0,0,0,3976
9,0,1,9,0,0,0,0,0,3977
123,524,56,100,21,0,1,1,0,3978
157,591,61,123,29,1,3,1,0,3979
24,0,0,24,0,0,0,0,0,3980
27,0,4,27,0,0,0,0,0,3981
190,723,85,127,55,1,5,0,2,3982
19,0,0,19,0,0,0,0,0,3983
22,2,1,22,0,0,0,0,0,3984
164,1120,67,120,40,0,2,2,0,3985
186,817,68,154,27,2,3,0,0,3986
41,0,0,41,0,0,0,0,0,3987
249,1734,247,198,47,1,3,0,0,3988
83,272,14,73,10,0,0,0,0,3989
156,333,97,124,30,1,0,0,1,3990
219,994,112,174,40,3,1,0,1,3991
7,0,0,7,0,0,0,0,0,3992
123,574,49,103,18,0,2,0,0,3993
171,408,38,143,27,1,0,0,0,3994
180,1002,76,148,28,2,0,1,1,3995
325,10,1,319,4,1,1,0,0,3996
164,518,40,138,23,1,2,0,0,3997
24,0,1,23,1,0,0,0,0,3998
215,1229,84,167,44,0,2,1,1,3999
75,450,25,63,12,0,0,0,0,4000
134,360,65,107,27,0,0,0,0,4001
145,746,61,113,31,0,1,0,0,4002
68,4,0,68,0,0,0,0,0,4003
22,4,0,21,1,0,0,0,0,4004
160,1020,61,122,38,0,0,0,0,4005
91,432,32,77,14,0,0,0,0,4006
132,332,56,101,31,0,0,0,0,4007
20,2,0,20,0,0,0,0,0,4008
150,568,30,110,38,1,1,0,0,4009
43,2,0,43,0,0,0,0,0,4010
203,775,62,161,37,2,3,0,0,4011
53,134,10,44,9,0,0,0,0,4012
26,3,3,25,1,0,0,0,0,4013
103,440,69,80,20,1,1,0,1,4014
31,4,0,31,0,0,0,0,0,4015
133,758,52,108,24,0,1,0,0,4016
124,416,41,104,20,0,0,0,0,4017
34,1,0,34,0,0,0,0,0,4018
28,1,2,28,0,0,0,0,0,4019
13,0,0,13,0,0,0,0,0,4020
114,938,59,86,27,1,0,0,0,4021
500,9,15,497,1,2,0,0,0,4022
15,0,0,15,0,0,0,0,0,4023
35,0,15,35,0,0,0,0,0,4024
5,0,15,5,0,0,0,0,0,4025
5,0,15,5,0,0,0,0,0,4026
2,0,15,2,0,0,0,0,0,4027
25,1,1,25,0,0,0,0,0,4028
0,0,0,0,0,0,0,0,0,4029
1,0,1,1,0,0,0,0,0,4030
4,0,0,4,0,0,0,0,0,4031
0,0,0,0,0,0,0,0,0,4032
2,0,0,2,0,0,0,0,0,4033
1,0,3,1,0,0,0,0,0,4034
2,0,0,2,0,0,0,0,0,4035
0,0,0,0,0,0,0,0,0,4036
4,0,3,4,0,0,0,0,0,4037
0,0,0,0,0,0,0,0,0,4038
0,0,0,0,0,0,0,0,0,4039
0,0,0,0,0,0,0,0,0,4040
0,0,0,0,0,0,0,0,0,4041
1,0,0,1,0,0,0,0,0,4042
0,0,0,0,0,0,0,0,0,4043
0,0,0,0,0,0,0,0,0,4044
1,0,0,1,0,0,0,0,0,4045
3,0,0,3,0,0,0,0,0,4046
0,0,0,0,0,0,0,0,0,4047
0,0,0,0,0,0,0,0,0,4048
0,0,0,0,0,0,0,0,0,4049
5,0,0,4,1,0,0,0,0,4050
2,0,0,2,0,0,0,0,0,4051
9,0,0,9,0,0,0,0,0,4052
2,0,0,2,0,0,0,0,0,4053
2,0,0,2,0,0,0,0,0,4054
1,0,0,1,0,0,0,0,0,4055
0,0,0,0,0,0,0,0,0,4056
2,0,0,2,0,0,0,0,0,4057
0,0,0,0,0,0,0,0,0,4058
1,0,0,1,0,0,0,0,0,4059
1,0,0,1,0,0,0,0,0,4060
3,0,0,3,0,0,0,0,0,4061
0,0,0,0,0,0,0,0,0,4062
1,0,0,1,0,0,0,0,0,4063
0,0,0,0,0,0,0,0,0,4064
0,0,0,0,0,0,0,0,0,4065
0,0,0,0,0,0,0,0,0,4066
0,0,0,0,0,0,0,0,0,4067
0,0,0,0,0,0,0,0,0,4068
0,0,0,0,0,0,0,0,0,4069
1,0,0,1,0,0,0,0,0,4070
0,0,0,0,0,0,0,0,0,4071
1,0,0,1,0,0,0,0,0,4072
1,0,0,1,0,0,0,0,0,4073
3,0,0,3,0,0,0,0,0,4074
0,0,0,0,0,0,0,0,0,4075
1,0,0,1,0,0,0,0,0,4076
1,0,0,1,0,0,0,0,0,4077
0,0,0,0,0,0,0,0,0,4078
3,0,0,3,0,0,0,0,0,4079
5,0,0,5,0,0,0,0,0,4080
2,0,0,2,0,0,0,0,0,4081
4,0,1,4,0,0,0,0,0,4082
0,0,0,0,0,0,0,0,0,4083
0,0,0,0,0,0,0,0,0,4084
1,0,1,1,0,0,0,0,0,4085
2,0,0,2,0,0,0,0,0,4086
2,0,0,2,0,0,0,0,0,4087
0,0,0,0,0,0,0,0,0,4088
3,0,0,3,0,0,0,0,0,4089
2,0,1,2,0,0,0,0,0,4090
0,0,0,0,0,0,0,0,0,4091
3,0,0,3,0,0,0,0,0,4092
3,0,0,3,0,0,0,0,0,4093
2,0,0,2,0,0,0,0,0,4094
1,0,0,1,0,0,0,0,0,4095
2,0,0,2,0,0,0,0,0,4096
2,0,0,1,1,0,0,0,0,4097
1,0,1,1,0,0,0,0,0,4098
2,0,1,2,0,0,0,0,0,4099
4,0,0,4,0,0,0,0,0,4100
2,0,0,2,0,0,0,0,0,4101
5,0,0,5,0,0,0,0,0,4102
4,0,0,4,0,0,0,0,0,4103
0,0,0,0,0,0,0,0,0,4104
1,0,0,1,0,0,0,0,0,4105
12,1,4,12,0,0,0,0,0,4106
6,0,12,6,0,0,0,0,0,4107
12,0,14,12,0,0,0,0,0,4108
1,0,0,1,0,0,0,0,0,4109
12,0,8,12,0,0,0,0,0,4110
11,0,7,11,0,0,0,0,0,4111
10,0,0,10,0,0,0,0,0,4112
4,0,0,4,0,0,0,0,0,4113
0,0,0,0,0,0,0,0,0,4114
2,0,0,2,0,0,0,0,0,4115
0,0,0,0,0,0,0,0,0,4116
0,0,0,0,0,0,0,0,0,4117
1,0,0,1,0,0,0,0,0,4118
0,0,0,0,0,0,0,0,0,4119
1,0,0,1,0,0,0,0,0,4120
0,0,0,0,0,0,0,0,0,4121
0,0,0,0,0,0,0,0,0,4122
0,0,0,0,0,0,0,0,0,4123
4,0,0,4,0,0,0,0,0,4124
1,0,0,1,0,0,0,0,0,4125
0,0,0,0,0,0,0,0,0,4126
0,0,0,0,0,0,0,0,0,4127
0,0,0,0,0,0,0,0,0,4128
0,0,0,0,0,0,0,0,0,4129
2,0,0,2,0,0,0,0,0,4130
2,0,1,2,0,0,0,0,0,4131
1,0,1,1,0,0,0,0,0,4132
0,0,1,0,0,0,0,0,0,4133
0,0,0,0,0,0,0,0,0,4134
3,0,0,3,0,0,0,0,0,4135
0,0,0,0,0,0,0,0,0,4136
1,0,1,1,0,0,0,0,0,4137
2,0,0,2,0,0,0,0,0,4138
0,0,0,0,0,0,0,0,0,4139
0,0,0,0,0,0,0,0,0,4140
0,0,0,0,0,0,0,0,0,4141
1,0,0,1,0,0,0,0,0,4142
3,0,0,3,0,0,0,0,0,4143
1,0,0,1,0,0,0,0,0,4144
4,0,1,4,0,0,0,0,0,4145
3,0,0,3,0,0,0,0,0,4146
1,0,0,1,0,0,0,0,0,4147
1,0,0,1,0,0,0,0,0,4148
1,0,0,0,1,0,0,0,0,4149
2,0,0,2,0,0,0,0,0,4150
0,0,0,0,0,0,0,0,0,4151
2,0,1,2,0,0,0,0,0,4152
64,91,322,54,7,1,2,0,0,4153
1,0,0,1,0,0,0,0,0,4154
34,73,242,27,5,1,0,0,1,4155
0,0,0,0,0,0,0,0,0,4156
0,0,0,0,0,0,0,0,0,4157
3,0,1,3,0,0,0,0,0,4158
4,0,1,4,0,0,0,0,0,4159
7,0,0,7,0,0,0,0,0,4160
4,0,0,3,1,0,0,0,0,4161
0,0,0,0,0,0,0,0,0,4162
1,0,0,1,0,0,0,0,0,4163
3,0,0,2,1,0,0,0,0,4164
5,0,0,5,0,0,0,0,0,4165
4,0,0,4,0,0,0,0,0,4166
1,1,1,1,0,0,0,0,0,4167
1,0,0,1,0,0,0,0,0,4168
5,0,1,5,0,0,0,0,0,4169
5,0,0,5,0,0,0,0,0,4170
0,0,0,0,0,0,0,0,0,4171
4,0,1,4,0,0,0,0,0,4172
3,0,0,3,0,0,0,0,0,4173
7,0,0,7,0,0,0,0,0,4174
4,0,0,4,0,0,0,0,0,4175
3,0,0,3,0,0,0,0,0,4176
1,0,1,1,0,0,0,0,0,4177
1,0,0,1,0,0,0,0,0,4178
0,0,0,0,0,0,0,0,0,4179
1,0,0,1,0,0,0,0,0,4180
2,0,0,2,0,0,0,0,0,4181
4,0,0,4,0,0,0,0,0,4182
3,0,0,3,0,0,0,0,0,4183
3,0,0,3,0,0,0,0,0,4184
2,0,0,2,0,0,0,0,0,4185
3,0,0,3,0,0,0,0,0,4186
2,0,0,2,0,0,0,0,0,4187
1,0,0,1,0,0,0,0,0,4188
1,0,0,1,0,0,0,0,0,4189
2,0,0,2,0,0,0,0,0,4190
11,0,0,10,1,0,0,0,0,4191
3,0,0,3,0,0,0,0,0,4192
6,0,0,6,0,0,0,0,0,4193
1,0,0,1,0,0,0,0,0,4194
2,0,0,2,0,0,0,0,0,4195
0,0,0,0,0,0,0,0,0,4196
2,0,0,2,0,0,0,0,0,4197
0,0,0,0,0,0,0,0,0,4198
1,0,0,1,0,0,0,0,0,4199
7,1,0,7,0,0,0,0,0,4200
0,0,0,0,0,0,0,0,0,4201
3,0,1,3,0,0,0,0,0,4202
1,0,0,1,0,0,0,0,0,4203
1,0,0,1,0,0,0,0,0,4204
1,0,0,1,0,0,0,0,0,4205
3,0,0,3,0,0,0,0,0,4206
0,0,0,0,0,0,0,0,0,4207
1,0,0,1,0,0,0,0,0,4208
4,0,0,4,0,0,0,0,0,4209
3,0,0,3,0,0,0,0,0,4210
2,0,0,2,0,0,0,0,0,4211
4,0,0,4,0,0,0,0,0,4212
0,0,0,0,0,0,0,0,0,4213
5,0,0,4,1,0,0,0,0,4214
1,0,0,0,1,0,0,0,0,4215
1,1,0,0,1,0,0,0,0,4216
9,0,0,9,0,0,0,0,0,4217
5,0,0,5,0,0,0,0,0,4218
3,0,0,3,0,0,0,0,0,4219
7,0,0,7,0,0,0,0,0,4220
2,0,0,2,0,0,0,0,0,4221
4,0,0,4,0,0,0,0,0,4222
5,0,0,5,0,0,0,0,0,4223
3,0,0,3,0,0,0,0,0,4224
5,0,0,5,0,0,0,0,0,4225
8,0,0,8,0,0,0,0,0,4226
